sample_index,roll_id,die_index,value,held,source,rescued,rescue_kind,escape_recovered,stuck_reroll,stuck_nudge,stuck_reason,final_align,unsettled_secs,floor_stuck_secs,final_angular_speed,final_linear_speed,final_x,final_z,final_height,spawn_x,spawn_y,spawn_z,roll_duration_secs
10050,7840,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0880,-0.0451,0.0215,-0.0569,0.0575,-0.0648,1.050
10051,7840,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0615,-0.0814,0.0215,0.0444,0.0574,-0.0503,1.050
10052,7840,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0145,-0.0245,0.0215,0.0056,0.0669,0.0056,1.050
10053,7840,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0941,0.0946,0.0215,-0.0436,0.0533,0.0562,1.050
10054,7840,4,2,false,batch,false,,false,false,false,,0.989,0.000,0.000,0.0000,0.0000,0.0450,0.0635,0.0238,0.0599,0.0873,0.0647,1.050
10055,7841,0,2,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0761,-0.0973,0.0215,-0.0485,0.0652,-0.0480,0.767
10056,7841,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0413,-0.0600,0.0215,0.0514,0.0728,-0.0621,0.767
10057,7841,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0400,-0.0608,0.0215,0.0106,0.0620,-0.0029,0.767
10058,7841,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0634,0.0433,0.0215,-0.0609,0.0880,0.0490,0.767
10059,7841,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0480,0.0441,0.0215,0.0480,0.0618,0.0515,0.767
10060,7842,0,3,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0712,-0.0510,0.0215,-0.0557,0.0609,-0.0571,0.867
10061,7842,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0850,-0.0971,0.0216,0.0561,0.0571,-0.0511,0.867
10062,7842,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0483,-0.0615,0.0216,-0.0057,0.0772,-0.0033,0.867
10063,7842,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0838,0.0761,0.0215,-0.0497,0.0598,0.0520,0.867
10064,7842,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0361,0.0505,0.0215,0.0502,0.0793,0.0507,0.867
10065,7843,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0707,-0.0635,0.0215,-0.0537,0.0638,-0.0666,0.917
10066,7843,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0820,0.0229,0.0216,0.0470,0.0635,-0.0448,0.917
10067,7843,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0037,-0.0118,0.0216,-0.0054,0.0679,-0.0005,0.917
10068,7843,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0870,0.0887,0.0215,-0.0442,0.0796,0.0552,0.917
10069,7843,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0511,0.0799,0.0215,0.0557,0.0662,0.0456,0.917
10070,7844,0,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0463,-0.0282,0.0215,-0.0592,0.0670,-0.0536,1.333
10071,7844,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0972,-0.0940,0.0215,0.0512,0.0544,-0.0543,1.333
10072,7844,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0524,-0.0652,0.0215,0.0055,0.0891,0.0111,1.333
10073,7844,3,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0959,0.0972,0.0215,-0.0531,0.0699,0.0441,1.333
10074,7844,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0563,0.0445,0.0215,0.0604,0.0805,0.0583,1.333
10075,7845,0,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0912,-0.0537,0.0215,-0.0631,0.0736,-0.0523,1.017
10076,7845,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0602,-0.0775,0.0216,0.0516,0.0709,-0.0601,1.017
10077,7845,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0102,-0.0117,0.0216,0.0075,0.0597,-0.0118,1.017
10078,7845,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0859,0.0907,0.0215,-0.0436,0.0756,0.0495,1.017
10079,7845,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0329,0.0474,0.0215,0.0447,0.0737,0.0605,1.017
10080,7846,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0707,-0.0907,0.0215,-0.0569,0.0679,-0.0624,0.817
10081,7846,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0632,-0.0558,0.0215,0.0536,0.0563,-0.0662,0.817
10082,7846,2,6,false,batch,false,,false,false,false,,0.990,0.000,0.000,0.0000,0.0000,-0.0942,-0.0342,0.0246,0.0013,0.0729,0.0024,0.817
10083,7846,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0372,0.0644,0.0215,-0.0460,0.0734,0.0587,0.817
10084,7846,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0558,0.0584,0.0215,0.0573,0.0754,0.0572,0.817
10085,7847,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0346,-0.0820,0.0215,-0.0490,0.0855,-0.0650,0.900
10086,7847,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0623,-0.0643,0.0215,0.0519,0.0686,-0.0505,0.900
10087,7847,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0137,-0.0317,0.0216,0.0044,0.0867,0.0062,0.900
10088,7847,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0836,0.0927,0.0215,-0.0580,0.0589,0.0584,0.900
10089,7847,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0457,0.0707,0.0215,0.0513,0.0826,0.0622,0.900
10090,7848,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0561,-0.0211,0.0215,-0.0647,0.0572,-0.0522,0.067
10091,7848,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0827,-0.0420,0.0215,0.0609,0.0619,-0.0479,0.067
10092,7848,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0084,-0.0032,0.0215,-0.0041,0.0617,0.0007,0.067
10093,7848,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0553,0.0555,0.0215,-0.0555,0.0843,0.0576,0.067
10094,7848,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0642,0.0530,0.0215,0.0639,0.0810,0.0574,0.067
10095,7849,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0590,-0.0455,0.0215,-0.0644,0.0759,-0.0448,1.117
10096,7849,1,6,false,batch,true,floor,false,false,false,,0.824,1.017,4.000,0.1507,0.0042,0.0853,-0.0926,0.0279,0.0469,0.0791,-0.0463,1.117
10097,7849,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0240,0.0254,0.0215,-0.0060,0.0729,0.0110,1.117
10098,7849,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0552,0.0928,0.0215,-0.0603,0.0871,0.0478,1.117
10099,7849,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0921,0.0915,0.0215,0.0476,0.0687,0.0550,1.117
10100,7850,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0669,-0.0360,0.0215,-0.0648,0.0637,-0.0435,1.483
10101,7850,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0478,-0.0696,0.0216,0.0444,0.0850,-0.0667,1.483
10102,7850,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0150,-0.0001,0.0216,0.0059,0.0629,0.0107,1.483
10103,7850,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0564,0.0586,0.0215,-0.0528,0.0589,0.0511,1.483
10104,7850,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0587,0.0712,0.0215,0.0502,0.0783,0.0548,1.483
10105,7851,0,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0668,0.0205,0.0215,-0.0517,0.0872,-0.0670,1.150
10106,7851,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0443,-0.0723,0.0215,0.0605,0.0502,-0.0668,1.150
10107,7851,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0631,-0.0762,0.0215,0.0058,0.0666,0.0015,1.150
10108,7851,3,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0514,0.0666,0.0215,-0.0556,0.0611,0.0649,1.150
10109,7851,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0861,0.0746,0.0215,0.0528,0.0536,0.0669,1.150
10110,7852,0,5,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0696,-0.0488,0.0215,-0.0576,0.0883,-0.0517,0.817
10111,7852,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0463,-0.0697,0.0215,0.0467,0.0625,-0.0617,0.817
10112,7852,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0125,-0.0717,0.0216,-0.0068,0.0504,0.0062,0.817
10113,7852,3,6,false,batch,false,,false,false,false,,0.972,0.000,0.000,0.0000,0.0000,-0.0494,0.0881,0.0249,-0.0439,0.0632,0.0648,0.817
10114,7852,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0556,0.0469,0.0215,0.0570,0.0689,0.0537,0.817
10115,7853,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0608,-0.0097,0.0215,-0.0620,0.0569,-0.0540,1.050
10116,7853,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0739,-0.0303,0.0215,0.0561,0.0787,-0.0480,1.050
10117,7853,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0576,0.0201,0.0215,-0.0071,0.0896,0.0024,1.050
10118,7853,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0651,0.0610,0.0215,-0.0500,0.0752,0.0640,1.050
10119,7853,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0607,0.0946,0.0215,0.0504,0.0700,0.0665,1.050
10120,7854,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0972,-0.0663,0.0215,-0.0569,0.0838,-0.0449,0.850
10121,7854,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0512,-0.0520,0.0215,0.0548,0.0657,-0.0537,0.850
10122,7854,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0617,0.0001,0.0216,-0.0079,0.0784,0.0067,0.850
10123,7854,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0908,0.0682,0.0215,-0.0511,0.0655,0.0442,0.850
10124,7854,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0624,0.0934,0.0215,0.0649,0.0884,0.0514,0.850
10125,7855,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0629,-0.0628,0.0215,-0.0598,0.0604,-0.0651,1.067
10126,7855,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0762,-0.0836,0.0215,0.0453,0.0879,-0.0469,1.067
10127,7855,2,3,false,batch,false,,false,false,false,,0.989,0.000,0.000,0.0000,0.0000,-0.0039,-0.0434,0.0238,-0.0118,0.0722,0.0053,1.067
10128,7855,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0907,0.0894,0.0215,-0.0473,0.0586,0.0533,1.067
10129,7855,4,4,false,batch,false,,false,false,false,,0.995,0.000,0.000,0.0000,0.0000,0.0622,0.0406,0.0231,0.0670,0.0743,0.0650,1.067
10130,7856,0,2,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0710,-0.0782,0.0215,-0.0490,0.0601,-0.0518,0.883
10131,7856,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0691,-0.0777,0.0215,0.0615,0.0668,-0.0664,0.883
10132,7856,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0271,-0.0305,0.0216,-0.0009,0.0699,-0.0043,0.883
10133,7856,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0836,0.0887,0.0215,-0.0538,0.0776,0.0472,0.883
10134,7856,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0656,0.0436,0.0215,0.0460,0.0889,0.0489,0.883
10135,7857,0,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0556,-0.0747,0.0215,-0.0568,0.0527,-0.0575,0.883
10136,7857,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0711,-0.0768,0.0215,0.0433,0.0540,-0.0670,0.883
10137,7857,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0724,-0.0176,0.0215,0.0051,0.0889,0.0105,0.883
10138,7857,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0717,0.0809,0.0215,-0.0662,0.0882,0.0667,0.883
10139,7857,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0724,0.0967,0.0215,0.0594,0.0590,0.0478,0.883
10140,7858,0,2,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0928,-0.0419,0.0215,-0.0451,0.0516,-0.0467,0.850
10141,7858,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0956,-0.0915,0.0215,0.0659,0.0652,-0.0543,0.850
10142,7858,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0113,0.0091,0.0216,0.0097,0.0707,0.0067,0.850
10143,7858,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0636,0.0845,0.0215,-0.0668,0.0814,0.0608,0.850
10144,7858,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0903,0.0942,0.0215,0.0505,0.0544,0.0602,0.850
10145,7859,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0687,-0.0398,0.0215,-0.0598,0.0814,-0.0450,0.650
10146,7859,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0445,-0.0716,0.0215,0.0464,0.0746,-0.0669,0.650
10147,7859,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0185,-0.0114,0.0215,-0.0066,0.0852,-0.0039,0.650
10148,7859,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0706,0.0757,0.0215,-0.0591,0.0570,0.0652,0.650
10149,7859,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0562,0.0498,0.0215,0.0542,0.0503,0.0489,0.650
10150,7860,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0854,-0.0885,0.0215,-0.0647,0.0569,-0.0653,0.800
10151,7860,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0463,-0.0667,0.0215,0.0646,0.0864,-0.0577,0.800
10152,7860,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0451,-0.0534,0.0215,-0.0095,0.0581,0.0061,0.800
10153,7860,3,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0941,0.0973,0.0215,-0.0646,0.0559,0.0513,0.800
10154,7860,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0806,0.0906,0.0215,0.0522,0.0679,0.0519,0.800
10155,7861,0,1,false,batch,true,stacked,false,false,false,,0.988,0.000,0.000,0.0000,0.0000,-0.0656,-0.0889,0.0239,-0.0628,0.0832,-0.0600,1.200
10156,7861,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0598,-0.0580,0.0215,0.0559,0.0869,-0.0488,1.200
10157,7861,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0137,-0.0155,0.0216,-0.0032,0.0550,-0.0059,1.200
10158,7861,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0590,0.0540,0.0215,-0.0564,0.0697,0.0549,1.200
10159,7861,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0572,0.0224,0.0215,0.0496,0.0647,0.0470,1.200
10160,7862,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0709,-0.0947,0.0215,-0.0574,0.0777,-0.0584,0.967
10161,7862,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0886,-0.0516,0.0215,0.0640,0.0619,-0.0535,0.967
10162,7862,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0904,-0.0074,0.0216,0.0099,0.0591,-0.0109,0.967
10163,7862,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0581,0.0640,0.0215,-0.0559,0.0530,0.0655,0.967
10164,7862,4,6,false,batch,false,,false,false,false,,0.945,0.000,0.000,0.0000,0.0000,0.0611,0.0682,0.0258,0.0585,0.0655,0.0633,0.967
10165,7863,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0462,-0.0641,0.0215,-0.0568,0.0542,-0.0655,0.933
10166,7863,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0712,-0.0953,0.0215,0.0532,0.0658,-0.0467,0.933
10167,7863,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0210,0.0034,0.0216,0.0084,0.0865,0.0092,0.933
10168,7863,3,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0915,0.0488,0.0215,-0.0453,0.0803,0.0574,0.933
10169,7863,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0283,0.0528,0.0220,0.0439,0.0866,0.0648,0.933
10170,7864,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0842,-0.0387,0.0215,-0.0612,0.0547,-0.0529,0.767
10171,7864,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0602,-0.0617,0.0215,0.0654,0.0801,-0.0528,0.767
10172,7864,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0374,-0.0926,0.0216,-0.0115,0.0750,-0.0093,0.767
10173,7864,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0599,0.0594,0.0215,-0.0578,0.0707,0.0641,0.767
10174,7864,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0787,0.0505,0.0215,0.0442,0.0502,0.0648,0.767
10175,7865,0,6,false,batch,true,stacked,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0837,0.0165,0.0215,-0.0442,0.0667,-0.0579,0.679
10176,7865,1,2,false,batch,true,floor,false,true,false,floor-stuck-timeout,0.756,3.833,4.000,0.0772,0.0020,0.0999,-0.0971,0.0282,0.0560,0.0518,-0.0459,0.679
10177,7865,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0346,0.0382,0.0216,0.0072,0.0871,-0.0024,0.679
10178,7865,3,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0556,0.0804,0.0215,-0.0665,0.0850,0.0616,0.679
10179,7865,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0871,0.0518,0.0215,0.0585,0.0550,0.0627,0.679
10180,7866,0,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0512,-0.0608,0.0215,-0.0445,0.0744,-0.0582,0.000
10181,7866,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0733,-0.0883,0.0216,0.0567,0.0786,-0.0599,0.000
10182,7866,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0046,-0.0740,0.0216,-0.0114,0.0748,-0.0024,0.000
10183,7866,3,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0797,0.0924,0.0215,-0.0491,0.0685,0.0523,0.000
10184,7866,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0435,0.0867,0.0215,0.0568,0.0516,0.0595,0.000
10185,7867,0,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0857,-0.0558,0.0215,-0.0660,0.0783,-0.0467,0.767
10186,7867,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0866,-0.0356,0.0215,0.0623,0.0572,-0.0536,0.767
10187,7867,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0102,-0.0440,0.0216,0.0052,0.0756,-0.0115,0.767
10188,7867,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0971,0.0964,0.0215,-0.0550,0.0553,0.0509,0.767
10189,7867,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0497,0.0510,0.0215,0.0502,0.0742,0.0436,0.767
10190,7868,0,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0662,-0.0617,0.0215,-0.0456,0.0650,-0.0625,0.783
10191,7868,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0786,-0.0754,0.0215,0.0479,0.0880,-0.0541,0.783
10192,7868,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0292,0.0188,0.0216,0.0089,0.0700,-0.0119,0.783
10193,7868,3,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0538,0.0679,0.0215,-0.0537,0.0619,0.0669,0.783
10194,7868,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0537,0.0423,0.0215,0.0548,0.0640,0.0533,0.783
10195,7869,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0551,-0.0795,0.0215,-0.0493,0.0614,-0.0661,1.117
10196,7869,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0429,-0.0931,0.0215,0.0545,0.0697,-0.0490,1.117
10197,7869,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0908,0.0225,0.0216,-0.0115,0.0582,0.0028,1.117
10198,7869,3,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0754,0.0901,0.0215,-0.0535,0.0726,0.0600,1.117
10199,7869,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0577,0.0640,0.0215,0.0457,0.0886,0.0594,1.117
10200,7870,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0570,-0.0737,0.0215,-0.0514,0.0869,-0.0670,1.000
10201,7870,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0277,-0.0650,0.0215,0.0444,0.0832,-0.0607,1.000
10202,7870,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0229,0.0193,0.0216,0.0021,0.0511,0.0077,1.000
10203,7870,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0669,0.0559,0.0215,-0.0600,0.0762,0.0553,1.000
10204,7870,4,3,false,batch,false,,false,false,false,,0.996,0.000,0.000,0.0000,0.0000,0.0648,0.0726,0.0229,0.0588,0.0730,0.0533,1.000
10205,7871,0,5,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0599,-0.0462,0.0215,-0.0533,0.0508,-0.0481,1.083
10206,7871,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0259,-0.0517,0.0215,0.0532,0.0752,-0.0603,1.083
10207,7871,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0114,-0.0211,0.0215,0.0095,0.0875,0.0040,1.083
10208,7871,3,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0354,0.0561,0.0215,-0.0647,0.0676,0.0594,1.083
10209,7871,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0873,0.0838,0.0215,0.0490,0.0713,0.0511,1.083
10210,7872,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0935,-0.0970,0.0215,-0.0516,0.0794,-0.0569,1.150
10211,7872,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0515,-0.0535,0.0215,0.0461,0.0621,-0.0536,1.150
10212,7872,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0216,0.0653,0.0216,-0.0070,0.0630,-0.0046,1.150
10213,7872,3,1,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0859,0.0744,0.0215,-0.0539,0.0813,0.0592,1.150
10214,7872,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,0.0924,0.0918,0.0215,0.0589,0.0583,0.0464,1.150
10215,7873,0,2,false,batch,false,,false,false,false,,1.000,0.000,0.000,0.0000,0.0000,-0.0282,-0.0685,0.0215,-0.0593,0.0686,-0.0582,1.050
