sample_index,roll_id,die_index,value,held,source,rescued,rescue_kind,escape_recovered,stuck_reroll,stuck_nudge,stuck_reason,final_align,unsettled_secs,final_x,final_z,final_height,spawn_x,spawn_y,spawn_z,roll_duration_secs
10000,8001,0,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0846,-0.0625,0.0215,-0.0561,0.0748,-0.0657,0.550
10001,8001,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.0743,-0.0364,0.0215,0.0624,0.0684,-0.0495,0.550
10002,8001,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0029,-0.0866,0.0216,0.0114,0.0707,-0.0024,0.550
10003,8001,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0474,0.0689,0.0215,-0.0458,0.0856,0.0660,0.550
10004,8001,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.0780,0.0917,0.0215,0.0506,0.0661,0.0545,0.550
10000,8002,0,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0593,-0.0465,0.0215,-0.0635,0.0839,-0.0651,0.950
10001,8002,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.0501,-0.0733,0.0215,0.0604,0.0603,-0.0589,0.950
10002,8002,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.0025,-0.0170,0.0216,0.0050,0.0574,-0.0087,0.950
10003,8002,3,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0619,0.0589,0.0215,-0.0619,0.0625,0.0598,0.950
10004,8002,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.0516,0.0659,0.0215,0.0508,0.0635,0.0609,0.950
10000,8003,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0330,-0.0475,0.0215,-0.0482,0.0830,-0.0527,1.317
10001,8003,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.0754,-0.0791,0.0215,0.0455,0.0794,-0.0464,1.317
10002,8003,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.0101,-0.0122,0.0216,-0.0114,0.0835,-0.0059,1.317
10003,8003,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0457,0.0384,0.0215,-0.0456,0.0614,0.0490,1.317
10004,8003,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.0523,0.0495,0.0215,0.0650,0.0558,0.0528,1.317
10000,8004,0,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0473,-0.0566,0.0215,-0.0522,0.0683,-0.0576,0.883
10001,8004,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.0472,-0.0886,0.0215,0.0578,0.0790,-0.0657,0.883
10002,8004,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0318,-0.0161,0.0216,-0.0113,0.0514,-0.0008,0.883
10003,8004,3,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0679,0.0596,0.0215,-0.0527,0.0585,0.0496,0.883
10004,8004,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.0741,0.0712,0.0215,0.0646,0.0804,0.0642,0.883
10000,8005,0,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0584,-0.0819,0.0215,-0.0542,0.0782,-0.0576,1.000
10001,8005,1,2,false,batch,true,stacked,false,false,false,,0.955,0.000,0.0900,-0.0827,0.0255,0.0592,0.0679,-0.0565,1.000
10002,8005,2,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0832,-0.0338,0.0216,-0.0017,0.0808,-0.0016,1.000
10003,8005,3,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0657,0.0611,0.0215,-0.0622,0.0780,0.0590,1.000
10004,8005,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0883,0.0955,0.0215,0.0617,0.0614,0.0585,1.000
10000,8006,0,5,false,batch,true,stacked,false,false,false,,1.000,0.000,-0.0578,-0.0931,0.0215,-0.0525,0.0792,-0.0660,1.200
10001,8006,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.0721,-0.0534,0.0215,0.0641,0.0731,-0.0536,1.200
10002,8006,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0019,-0.0069,0.0216,-0.0075,0.0568,-0.0040,1.200
10003,8006,3,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0426,0.0603,0.0215,-0.0442,0.0758,0.0620,1.200
10004,8006,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0584,0.0778,0.0215,0.0530,0.0718,0.0661,1.200
10000,8007,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0973,-0.0315,0.0215,-0.0538,0.0750,-0.0473,1.300
10001,8007,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.0413,-0.0582,0.0215,0.0478,0.0657,-0.0533,1.300
10002,8007,2,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0532,-0.0586,0.0216,0.0099,0.0764,0.0051,1.300
10003,8007,3,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0795,0.0671,0.0215,-0.0669,0.0712,0.0457,1.300
10004,8007,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.0868,0.0691,0.0215,0.0495,0.0725,0.0525,1.300
10000,8008,0,5,false,batch,true,stacked,false,false,false,,0.967,0.000,-0.0925,-0.0589,0.0250,-0.0667,0.0698,-0.0668,0.833
10001,8008,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.0335,-0.0749,0.0215,0.0512,0.0732,-0.0619,0.833
10002,8008,2,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0075,-0.0153,0.0216,-0.0077,0.0746,-0.0116,0.833
10003,8008,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0631,0.0579,0.0215,-0.0630,0.0590,0.0550,0.833
10004,8008,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.0480,0.0517,0.0215,0.0487,0.0508,0.0546,0.833
10000,8009,0,1,false,batch,true,stacked,false,false,false,,1.000,0.000,-0.0555,-0.0523,0.0215,-0.0478,0.0841,-0.0436,1.317
10001,8009,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.0382,-0.0972,0.0215,0.0603,0.0517,-0.0627,1.317
10002,8009,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.0570,-0.0541,0.0216,0.0048,0.0734,-0.0075,1.317
10003,8009,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0759,0.0833,0.0215,-0.0536,0.0572,0.0645,1.317
10004,8009,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0584,0.0563,0.0215,0.0587,0.0629,0.0640,1.317
10000,8010,0,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0724,-0.0649,0.0215,-0.0577,0.0554,-0.0522,1.317
10001,8010,1,2,false,batch,true,stacked,false,false,false,,1.000,0.000,0.0163,-0.0240,0.0215,0.0445,0.0733,-0.0529,1.317
10002,8010,2,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0464,-0.0122,0.0216,0.0015,0.0741,0.0075,1.317
10003,8010,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0532,0.0471,0.0215,-0.0565,0.0895,0.0471,1.317
10004,8010,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0944,0.0836,0.0215,0.0437,0.0597,0.0616,1.317
10000,8011,0,3,false,batch,true,stacked,false,false,false,,1.000,0.000,-0.0354,-0.0695,0.0215,-0.0468,0.0510,-0.0541,0.917
10001,8011,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.0925,-0.0638,0.0215,0.0448,0.0666,-0.0461,0.917
10002,8011,2,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0908,0.0030,0.0216,0.0094,0.0677,-0.0116,0.917
10003,8011,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0427,0.0753,0.0215,-0.0527,0.0609,0.0554,0.917
10004,8011,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0581,0.0454,0.0215,0.0548,0.0619,0.0465,0.917
10000,8012,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0376,-0.0669,0.0215,-0.0555,0.0573,-0.0663,1.067
10001,8012,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.0632,-0.0519,0.0215,0.0611,0.0832,-0.0496,1.067
10002,8012,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.0022,-0.0011,0.0216,-0.0020,0.0660,0.0074,1.067
10003,8012,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0584,0.0672,0.0215,-0.0662,0.0709,0.0624,1.067
10004,8012,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.0568,0.0586,0.0215,0.0488,0.0716,0.0492,1.067
10000,8013,0,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0607,-0.0413,0.0215,-0.0630,0.0757,-0.0615,1.050
10001,8013,1,2,false,batch,false,,false,false,false,,1.000,0.000,0.0410,-0.0717,0.0215,0.0545,0.0620,-0.0663,1.050
10002,8013,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.0014,-0.0483,0.0216,0.0067,0.0743,0.0028,1.050
10003,8013,3,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0850,0.0795,0.0216,-0.0549,0.0692,0.0472,1.050
10004,8013,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.0724,0.0762,0.0215,0.0441,0.0717,0.0603,1.050
10000,8014,0,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0968,-0.0263,0.0215,-0.0612,0.0596,-0.0538,0.050
10001,8014,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.0610,-0.0575,0.0215,0.0548,0.0836,-0.0633,0.050
10002,8014,2,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0035,-0.0094,0.0216,-0.0098,0.0558,0.0030,0.050
10003,8014,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0646,0.0485,0.0215,-0.0563,0.0721,0.0522,0.050
10004,8014,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0333,0.0747,0.0215,0.0440,0.0863,0.0646,0.050
10000,8015,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0922,-0.0883,0.0215,-0.0581,0.0599,-0.0547,0.690
10001,8015,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.0784,-0.0570,0.0215,0.0587,0.0762,-0.0549,0.690
10002,8015,2,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0329,-0.0877,0.0216,0.0016,0.0867,-0.0060,0.690
10003,8015,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0813,0.0657,0.0215,-0.0567,0.0864,0.0571,0.690
10004,8015,4,1,false,batch,false,,false,false,false,,0.989,0.000,0.0975,0.0805,0.0237,0.0434,0.0534,0.0473,0.690
10000,8016,0,4,false,batch,true,stacked,false,false,false,,1.000,0.000,-0.0671,0.0182,0.0215,-0.0624,0.0624,-0.0550,1.083
10001,8016,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.0550,-0.0627,0.0215,0.0599,0.0804,-0.0579,1.083
10002,8016,2,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0160,-0.0091,0.0216,-0.0021,0.0711,-0.0069,1.083
10003,8016,3,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0715,0.0888,0.0215,-0.0557,0.0892,0.0609,1.083
10004,8016,4,6,false,batch,false,,false,false,false,,0.991,0.000,0.0614,0.0549,0.0235,0.0481,0.0756,0.0515,1.083
10000,8017,0,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0364,-0.0574,0.0215,-0.0441,0.0855,-0.0618,0.600
10001,8017,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.0468,-0.0921,0.0215,0.0447,0.0687,-0.0562,0.600
10002,8017,2,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0862,-0.0660,0.0216,0.0093,0.0806,0.0014,0.600
10003,8017,3,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0635,0.0552,0.0215,-0.0524,0.0640,0.0654,0.600
10004,8017,4,6,false,batch,true,wall,false,false,true,wall-blocked,0.681,0.800,0.1014,0.1036,0.0335,0.0539,0.0643,0.0512,0.600
10000,8018,0,4,false,batch,true,stacked,false,false,false,,1.000,0.000,-0.0278,-0.0654,0.0215,-0.0503,0.0818,-0.0576,0.692
10001,8018,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.0690,-0.0638,0.0215,0.0493,0.0814,-0.0646,0.692
10002,8018,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.0207,0.0943,0.0216,0.0089,0.0745,0.0027,0.692
10003,8018,3,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0639,0.0562,0.0215,-0.0669,0.0701,0.0591,0.692
10004,8018,4,2,false,batch,true,floor|stacked,false,true,true,floor-stuck-timeout,0.773,0.983,0.0958,0.0953,0.0281,0.0431,0.0591,0.0562,0.692
10000,8019,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0443,-0.0688,0.0215,-0.0464,0.0834,-0.0643,0.867
10001,8019,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.0550,-0.0636,0.0215,0.0558,0.0629,-0.0568,0.867
10002,8019,2,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0021,0.0019,0.0216,0.0103,0.0574,-0.0072,0.867
10003,8019,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0429,0.0514,0.0215,-0.0431,0.0646,0.0503,0.867
10004,8019,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.0476,0.0619,0.0215,0.0495,0.0708,0.0637,0.867
10000,8020,0,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0918,-0.0699,0.0215,-0.0570,0.0571,-0.0571,0.608
10001,8020,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.0553,-0.0928,0.0215,0.0443,0.0879,-0.0511,0.608
10002,8020,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.0592,-0.0433,0.0216,0.0002,0.0589,-0.0045,0.608
10003,8020,3,1,false,batch,true,floor,false,true,true,floor-stuck-timeout,0.744,0.952,-0.0916,0.0953,0.0283,-0.0619,0.0827,0.0557,0.608
10004,8020,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.0659,0.0664,0.0215,0.0487,0.0703,0.0664,0.608
10000,8021,0,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0473,-0.0513,0.0215,-0.0478,0.0781,-0.0487,0.967
10001,8021,1,5,false,batch,true,stacked,false,false,false,,1.000,0.000,0.0416,-0.0633,0.0215,0.0634,0.0607,-0.0465,0.967
10002,8021,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.0052,-0.0244,0.0216,-0.0002,0.0579,-0.0055,0.967
10003,8021,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0498,0.0573,0.0215,-0.0538,0.0591,0.0613,0.967
10004,8021,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0630,0.0508,0.0215,0.0641,0.0673,0.0499,0.967
10000,8022,0,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0510,-0.0869,0.0215,-0.0598,0.0881,-0.0642,0.917
10001,8022,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.0973,-0.0572,0.0215,0.0630,0.0688,-0.0522,0.917
10002,8022,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.0472,-0.0448,0.0216,0.0119,0.0842,0.0002,0.917
10003,8022,3,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0885,0.0672,0.0215,-0.0526,0.0773,0.0461,0.917
10004,8022,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.0640,0.0537,0.0215,0.0634,0.0588,0.0576,0.917
10000,8023,0,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0572,-0.0496,0.0215,-0.0498,0.0834,-0.0527,0.983
10001,8023,1,3,false,batch,true,stacked,false,false,false,,1.000,0.000,0.0623,-0.0702,0.0215,0.0577,0.0561,-0.0625,0.983
10002,8023,2,3,false,batch,false,,false,false,false,,1.000,0.000,0.0082,-0.0034,0.0216,0.0094,0.0636,-0.0072,0.983
10003,8023,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0535,0.0434,0.0215,-0.0581,0.0510,0.0513,0.983
10004,8023,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0404,0.0612,0.0215,0.0473,0.0765,0.0653,0.983
10000,8024,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0566,-0.0534,0.0215,-0.0617,0.0870,-0.0512,0.493
10001,8024,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.0646,-0.0692,0.0215,0.0525,0.0757,-0.0640,0.493
10002,8024,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.0040,0.0093,0.0216,0.0067,0.0739,0.0085,0.493
10003,8024,3,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0385,0.0627,0.0215,-0.0479,0.0871,0.0592,0.493
10004,8024,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.0907,0.0667,0.0215,0.0458,0.0858,0.0598,0.493
10000,8025,0,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0368,-0.0349,0.0215,-0.0506,0.0837,-0.0494,0.932
10001,8025,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.0442,-0.0509,0.0215,0.0443,0.0577,-0.0535,0.932
10002,8025,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0256,0.0249,0.0216,0.0085,0.0768,-0.0016,0.932
10003,8025,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0575,0.0552,0.0215,-0.0637,0.0873,0.0530,0.932
10004,8025,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0687,0.0652,0.0215,0.0657,0.0847,0.0541,0.932
10000,8026,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0964,-0.0011,0.0215,-0.0562,0.0834,-0.0482,1.168
10001,8026,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.0676,-0.0611,0.0215,0.0604,0.0714,-0.0542,1.168
10002,8026,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0963,0.0339,0.0216,-0.0036,0.0568,-0.0056,1.168
10003,8026,3,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0674,0.0582,0.0215,-0.0625,0.0718,0.0622,1.168
10004,8026,4,6,false,batch,true,stacked,false,false,false,,1.000,0.000,0.0527,0.0674,0.0215,0.0545,0.0802,0.0456,1.168
10000,8027,0,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0637,-0.0548,0.0215,-0.0634,0.0605,-0.0457,0.982
10001,8027,1,3,false,batch,false,,false,false,false,,0.994,0.000,0.0629,-0.0699,0.0233,0.0549,0.0520,-0.0555,0.982
10002,8027,2,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0033,0.0124,0.0216,0.0054,0.0673,0.0103,0.982
10003,8027,3,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0666,0.0430,0.0215,-0.0571,0.0888,0.0490,0.982
10004,8027,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.0708,0.0600,0.0215,0.0604,0.0760,0.0670,0.982
10000,8028,0,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0541,-0.0597,0.0215,-0.0462,0.0769,-0.0618,1.100
10001,8028,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.0729,-0.0706,0.0215,0.0661,0.0648,-0.0661,1.100
10002,8028,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.0356,-0.0154,0.0216,0.0046,0.0773,-0.0028,1.100
10003,8028,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0658,0.0397,0.0215,-0.0651,0.0712,0.0468,1.100
10004,8028,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.0720,0.0577,0.0215,0.0603,0.0876,0.0534,1.100
10000,8029,0,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0550,-0.0542,0.0215,-0.0458,0.0631,-0.0478,0.900
10001,8029,1,4,false,batch,true,stacked,false,false,false,,1.000,0.000,0.0807,-0.0705,0.0215,0.0590,0.0681,-0.0597,0.900
10002,8029,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0326,-0.0500,0.0216,0.0024,0.0638,-0.0090,0.900
10003,8029,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0908,0.0835,0.0215,-0.0497,0.0805,0.0594,0.900
10004,8029,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.0571,0.0737,0.0215,0.0512,0.0791,0.0637,0.900
10000,8030,0,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0247,-0.0483,0.0215,-0.0538,0.0833,-0.0635,1.067
10001,8030,1,3,false,batch,true,stacked,false,false,false,,1.000,0.000,0.0467,0.0145,0.0215,0.0614,0.0762,-0.0659,1.067
10002,8030,2,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0133,0.0065,0.0216,-0.0024,0.0840,-0.0018,1.067
10003,8030,3,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0523,0.0715,0.0215,-0.0583,0.0575,0.0482,1.067
10004,8030,4,6,false,batch,false,,false,false,false,,1.000,0.000,0.0462,0.0687,0.0215,0.0590,0.0726,0.0561,1.067
10000,8031,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0742,-0.0711,0.0215,-0.0662,0.0535,-0.0485,1.033
10001,8031,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.0523,-0.0350,0.0215,0.0630,0.0615,-0.0600,1.033
10002,8031,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0215,0.0016,0.0216,-0.0107,0.0822,0.0040,1.033
10003,8031,3,4,false,batch,false,,false,false,false,,1.000,0.000,-0.0638,0.0353,0.0215,-0.0664,0.0740,0.0536,1.033
10004,8031,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.0519,0.0666,0.0215,0.0517,0.0689,0.0623,1.033
10000,8032,0,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0588,-0.0521,0.0215,-0.0486,0.0647,-0.0630,1.067
10001,8032,1,1,false,batch,false,,false,false,false,,1.000,0.000,0.0698,-0.0532,0.0215,0.0626,0.0640,-0.0461,1.067
10002,8032,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0022,-0.0136,0.0216,0.0086,0.0735,0.0082,1.067
10003,8032,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0671,0.0759,0.0215,-0.0475,0.0588,0.0556,1.067
10004,8032,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.0891,0.0612,0.0215,0.0629,0.0649,0.0433,1.067
10000,8033,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0622,-0.0671,0.0215,-0.0455,0.0527,-0.0517,0.975
10001,8033,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.0640,-0.0812,0.0215,0.0589,0.0753,-0.0616,0.975
10002,8033,2,4,false,batch,false,,false,false,false,,1.000,0.000,0.0077,-0.0734,0.0216,0.0000,0.0617,0.0054,0.975
10003,8033,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0964,0.0928,0.0215,-0.0591,0.0600,0.0585,0.975
10004,8033,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.0558,0.0639,0.0215,0.0563,0.0719,0.0578,0.975
10000,8034,0,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0555,-0.0897,0.0215,-0.0479,0.0724,-0.0492,0.950
10001,8034,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.0581,-0.0771,0.0215,0.0618,0.0735,-0.0566,0.950
10002,8034,2,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0215,-0.0086,0.0216,0.0070,0.0797,0.0101,0.950
10003,8034,3,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0567,0.0525,0.0215,-0.0595,0.0824,0.0600,0.950
10004,8034,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.0960,0.0947,0.0215,0.0442,0.0617,0.0492,0.950
10000,8035,0,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0591,-0.0465,0.0215,-0.0491,0.0867,-0.0570,1.500
10001,8035,1,6,false,batch,false,,false,false,false,,1.000,0.000,0.0598,-0.0496,0.0215,0.0495,0.0740,-0.0493,1.500
10002,8035,2,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0058,0.0324,0.0216,0.0079,0.0672,-0.0095,1.500
10003,8035,3,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0364,0.0714,0.0215,-0.0520,0.0528,0.0485,1.500
10004,8035,4,4,false,batch,false,,false,false,false,,1.000,0.000,0.0551,0.0491,0.0215,0.0548,0.0821,0.0535,1.500
10000,8036,0,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0620,-0.0583,0.0215,-0.0594,0.0827,-0.0465,1.033
10001,8036,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.0595,-0.0853,0.0215,0.0586,0.0544,-0.0590,1.033
10002,8036,2,1,false,batch,false,,false,false,false,,1.000,0.000,0.0022,-0.0158,0.0216,-0.0119,0.0663,-0.0058,1.033
10003,8036,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0824,0.0949,0.0215,-0.0618,0.0727,0.0669,1.033
10004,8036,4,3,false,batch,false,,false,false,false,,1.000,0.000,0.0497,0.0724,0.0215,0.0642,0.0512,0.0652,1.033
10000,8037,0,6,false,batch,false,,false,false,false,,1.000,0.000,-0.0815,-0.0393,0.0215,-0.0650,0.0726,-0.0525,1.083
10001,8037,1,4,false,batch,false,,false,false,false,,1.000,0.000,0.0398,-0.0589,0.0215,0.0632,0.0794,-0.0546,1.083
10002,8037,2,5,false,batch,false,,false,false,false,,1.000,0.000,0.0061,-0.0228,0.0216,0.0021,0.0821,0.0014,1.083
10003,8037,3,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0834,0.0940,0.0215,-0.0644,0.0799,0.0507,1.083
10004,8037,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.0512,0.0558,0.0215,0.0503,0.0515,0.0544,1.083
10000,8038,0,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0965,-0.0697,0.0215,-0.0492,0.0554,-0.0481,1.250
10001,8038,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.0793,-0.0674,0.0215,0.0621,0.0580,-0.0571,1.250
10002,8038,2,2,false,batch,false,,false,false,false,,1.000,0.000,-0.0121,-0.0015,0.0216,-0.0034,0.0664,-0.0041,1.250
10003,8038,3,3,false,batch,false,,false,false,false,,1.000,0.000,-0.0790,0.0533,0.0215,-0.0636,0.0870,0.0642,1.250
10004,8038,4,2,false,batch,false,,false,false,false,,1.000,0.000,0.0596,0.0772,0.0215,0.0613,0.0654,0.0580,1.250
10000,8039,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0652,-0.0530,0.0215,-0.0491,0.0760,-0.0639,0.933
10001,8039,1,5,false,batch,false,,false,false,false,,1.000,0.000,0.0741,-0.0686,0.0215,0.0583,0.0796,-0.0512,0.933
10002,8039,2,2,false,batch,false,,false,false,false,,1.000,0.000,0.0122,-0.0035,0.0216,0.0100,0.0825,-0.0023,0.933
10003,8039,3,1,false,batch,false,,false,false,false,,1.000,0.000,-0.0574,0.0521,0.0215,-0.0574,0.0504,0.0536,0.933
10004,8039,4,1,false,batch,false,,false,false,false,,1.000,0.000,0.0711,0.0640,0.0215,0.0667,0.0510,0.0553,0.933
10000,8040,0,5,false,batch,false,,false,false,false,,1.000,0.000,-0.0687,-0.0535,0.0215,-0.0648,0.0831,-0.0576,1.033
10001,8040,1,3,false,batch,false,,false,false,false,,1.000,0.000,0.0645,-0.0916,0.0215,0.0470,0.0685,-0.0647,1.033
10002,8040,2,6,false,batch,false,,false,false,false,,1.000,0.000,0.0298,-0.0613,0.0216,-0.0062,0.0747,0.0110,1.033
10003,8040,3,1,false,batch,false,,false,false,false,,0.958,0.000,-0.0972,0.0807,0.0254,-0.0477,0.0643,0.0658,1.033
10004,8040,4,5,false,batch,false,,false,false,false,,1.000,0.000,0.0482,0.0714,0.0215,0.0632,0.0829,0.0612,1.033
